strategy_date,trade_date,portfolio_value,portfolio_nav,etf_count,total_etfs,absolute_return,return_rate,has_trading,normalized_nav
20241011,20241014,100000000.0,1.0,5,5,0.0,0.0,True,1.0
20241011,20241015,97049045.74889657,0.9704904574889657,5,5,-2950954.251103431,-2.950954251103431,False,0.9704904574889657
20241011,20241016,95183233.65355049,0.9518323365355049,5,5,-4816766.346449509,-4.816766346449509,False,0.9518323365355049
20241011,20241017,94704885.03710413,0.9470488503710413,5,5,-5295114.96289587,-5.2951149628958705,False,0.9470488503710413
20241011,20241018,100764363.29862645,1.0076436329862646,5,5,764363.2986264527,0.7643632986264527,False,1.0076436329862646
20241018,20241021,101450959.8285304,1.014509598285304,5,5,1450959.828530401,1.450959828530401,True,1.014509598285304
20241018,20241022,102271109.20070913,1.0227110920070914,5,5,2271109.2007091343,2.2711092007091342,False,1.0227110920070914
20241018,20241023,102612830.37444636,1.0261283037444637,5,5,2612830.3744463623,2.612830374446362,False,1.0261283037444637
20241018,20241024,102105336.9513413,1.021053369513413,5,5,2105336.951341301,2.105336951341301,False,1.021053369513413
20241018,20241025,101877698.60869475,1.0187769860869476,5,5,1877698.608694747,1.8776986086947471,False,1.0187769860869476
20241025,20241028,101838003.91677716,1.0183800391677715,5,5,1838003.9167771637,1.8380039167771638,True,1.0183800391677715
20241025,20241029,100746720.06694005,1.0074672006694005,5,5,746720.0669400543,0.7467200669400543,False,1.0074672006694005
20241025,20241030,100312773.67297968,1.0031277367297968,5,5,312773.6729796827,0.3127736729796827,False,1.0031277367297968
20241025,20241031,100470678.81234998,1.0047067881234997,5,5,470678.8123499751,0.4706788123499751,False,1.0047067881234997
20241025,20241101,100654473.09923351,1.006544730992335,5,5,654473.0992335081,0.654473099233508,False,1.006544730992335
20241101,20241104,101915194.81001377,1.0191519481001377,5,5,1915194.810013771,1.915194810013771,True,1.0191519481001377
20241101,20241105,104873228.53594692,1.0487322853594692,5,5,4873228.5359469205,4.873228535946921,False,1.0487322853594692
20241101,20241106,105147723.87270027,1.0514772387270028,5,5,5147723.872700274,5.147723872700274,False,1.0514772387270028
20241101,20241107,106519247.90379533,1.0651924790379532,5,5,6519247.903795332,6.519247903795332,False,1.0651924790379532
20241101,20241108,105584531.7748471,1.055845317748471,5,5,5584531.774847105,5.584531774847106,False,1.055845317748471
20241108,20241111,107372469.81053635,1.0737246981053636,5,5,7372469.810536355,7.372469810536354,True,1.0737246981053636
20241108,20241112,105177196.94626412,1.0517719694626413,5,5,5177196.946264118,5.177196946264118,False,1.0517719694626413
20241108,20241113,105449555.75388813,1.0544955575388812,5,5,5449555.75388813,5.44955575388813,False,1.0544955575388812
20241108,20241114,102447454.60709932,1.0244745460709932,5,5,2447454.6070993245,2.4474546070993246,False,1.0244745460709932
20241108,20241115,99036895.37803055,0.9903689537803055,5,5,-963104.6219694465,-0.9631046219694465,False,0.9903689537803055
20241115,20241118,98982583.20142491,0.9898258320142491,5,5,-1017416.7985750884,-1.0174167985750884,True,0.9898258320142491
20241115,20241119,102107862.53325832,1.0210786253325832,5,5,2107862.533258319,2.107862533258319,False,1.0210786253325832
20241115,20241120,101848736.73800737,1.0184873673800736,5,5,1848736.7380073667,1.8487367380073667,False,1.0184873673800736
20241115,20241121,102384760.42156613,1.0238476042156612,5,5,2384760.4215661287,2.3847604215661287,False,1.0238476042156612
20241115,20241122,98131552.90477574,0.9813155290477574,5,5,-1868447.0952242613,-1.8684470952242613,False,0.9813155290477574
20241122,20241125,97051485.3226066,0.9705148532260659,5,5,-2948514.6773934066,-2.9485146773934066,True,0.9705148532260659
20241122,20241126,96765390.24610029,0.9676539024610029,5,5,-3234609.7538997084,-3.2346097538997087,False,0.9676539024610029
20241122,20241127,98268513.61618516,0.9826851361618516,5,5,-1731486.3838148415,-1.7314863838148415,False,0.9826851361618516
20241122,20241128,97867502.1009921,0.978675021009921,5,5,-2132497.8990079015,-2.1324978990079018,False,0.978675021009921
20241122,20241129,99121997.70367777,0.9912199770367778,5,5,-878002.2963222265,-0.8780022963222266,False,0.9912199770367778
20241129,20241202,100448624.90392989,1.004486249039299,5,5,448624.9039298892,0.4486249039298892,True,1.004486249039299
20241129,20241203,99780299.42823629,0.9978029942823629,5,5,-219700.5717637092,-0.2197005717637092,False,0.9978029942823629
20241129,20241204,98372445.02154122,0.9837244502154122,5,5,-1627554.978458777,-1.627554978458777,False,0.9837244502154122
20241129,20241205,98981763.75433409,0.989817637543341,5,5,-1018236.2456659079,-1.018236245665908,False,0.989817637543341
20241129,20241206,100111060.39333768,1.0011106039333768,5,5,111060.39333768189,0.11106039333768189,False,1.0011106039333768
20241206,20241209,98929950.024937,0.9892995002493701,5,5,-1070049.9750629961,-1.0700499750629962,True,0.9892995002493701
20241206,20241210,99468165.42844959,0.9946816542844958,5,5,-531834.571550414,-0.531834571550414,False,0.9946816542844958
20241206,20241211,99923815.25876968,0.9992381525876968,5,5,-76184.74123032391,-0.07618474123032391,False,0.9992381525876968
20241206,20241212,101136196.12162213,1.0113619612162212,5,5,1136196.1216221303,1.1361961216221304,False,1.0113619612162212
20241206,20241213,99284646.7517122,0.992846467517122,5,5,-715353.248287797,-0.715353248287797,False,0.992846467517122
20241213,20241216,99105963.17711106,0.9910596317711106,5,5,-894036.8228889406,-0.8940368228889406,True,0.9910596317711106
20241213,20241217,97950568.17447251,0.9795056817447251,5,5,-2049431.8255274892,-2.0494318255274893,False,0.9795056817447251
20241213,20241218,98180232.07436024,0.9818023207436024,5,5,-1819767.9256397635,-1.8197679256397634,False,0.9818023207436024
20241213,20241219,97609390.55702819,0.9760939055702819,5,5,-2390609.4429718107,-2.3906094429718108,False,0.9760939055702819
20241213,20241220,97495747.15170234,0.9749574715170235,5,5,-2504252.8482976556,-2.5042528482976554,False,0.9749574715170235
20241220,20241223,96581641.01714432,0.9658164101714433,5,5,-3418358.9828556776,-3.4183589828556777,True,0.9658164101714433
20241220,20241224,97634332.38587596,0.9763433238587595,5,5,-2365667.614124045,-2.3656676141240447,False,0.9763433238587595
20241220,20241225,97445013.15859765,0.9744501315859765,5,5,-2554986.841402352,-2.554986841402352,False,0.9744501315859765
20241220,20241226,96668129.68356863,0.9666812968356863,5,5,-3331870.3164313734,-3.3318703164313734,False,0.9666812968356863
20241220,20241227,97293605.43355145,0.9729360543355144,5,5,-2706394.5664485544,-2.7063945664485547,False,0.9729360543355144
