param_CITIC_LIMIT,param_CMVG_LIMIT,param_STK_HOLD_LIMIT,param_OTHER_LIMIT,param_STK_BUY_R,param_TURN_MAX,param_MEM_HOLD,年化收益,年化波动,夏普比率,累计收益,最大回撤,平均回撤,胜率(天),超额年化收益,超额年化波动,信息比率,超额累计收益,超额最大回撤,超额平均回撤,超额胜率(天),超额年化收益_2022,超额年化收益_2023,超额年化收益_2024,超额年化收益_2025,超额年化波动_2022,超额年化波动_2023,超额年化波动_2024,超额年化波动_2025,信息比率_2022,信息比率_2023,信息比率_2024,信息比率_2025,source_file
0.0026192682,0.2755260383,0.0034280281,0.3299694321,0.0115861995,0.0818467269,0.1482559639,0.23669430453733073,0.24617493131169535,0.9614882525858789,0.7801444277550421,0.3571913355563866,0.060071734182254026,0.558252427184466,0.1943261772286682,0.08293578134358139,2.3430921380438363,1.6404990801456905,0.09635504462065336,0.014459862592307653,0.6031553398058253,0.24626060647420872,0.22753701563206508,0.14085061704762394,0.18775765567928626,0.06437485478368984,0.04689163779440365,0.11601961132000013,0.0797559347759837,3.8254161085362455,4.8524006909227815,1.2140242106063952,2.3541527813153325,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0026855784,0.2459750564,0.0015264411,0.1457071622,0.0193418696,0.0633551236,0.0962462195,0.17990528793718666,0.2429874444650062,0.7403892342392024,0.5929678290409672,0.3586550389454086,0.06656799037786779,0.5436893203883495,0.13753716062852414,0.0557063581091496,2.468967013765958,1.4533224814316155,0.07454777523062384,0.009021377611119697,0.6031553398058253,0.1375166991232917,0.16433120710134916,0.10333165242561847,0.14577601403365203,0.0339678689132922,0.030860169152033292,0.08225682526878954,0.050448072789837456,4.048434697929463,5.325026129693843,1.2562076409825325,2.889625033664675,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0017130146,0.3596480277,0.0038816774,0.1198234705,0.0038236328,0.0601436985,0.2157375369,0.19520656983461548,0.24393563738858953,0.800238013290577,0.6434008541748927,0.3645945712998162,0.06510643912978636,0.5546116504854369,0.15283844252595297,0.0588098522771997,2.5988577867114913,1.503755506565541,0.0681990689270291,0.008916414395280963,0.6080097087378641,0.16161473722988604,0.17458705502540736,0.15343827042215116,0.12311811899555047,0.0395273275805275,0.03695667295668672,0.07875047437399789,0.06193343468606797,4.0886836303475,4.724100982521443,1.9484107447207195,1.987910401217359,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0045166992,0.2620166534,0.0033224585,0.1181398446,0.0039002298,0.0506873903,0.3222087421,0.19001200111159117,0.2429676619378658,0.7820464649331935,0.6262795556638044,0.3590139829634369,0.06501031412428313,0.5509708737864077,0.14764387380292865,0.057248540448122436,2.578998043395024,1.4866342080544528,0.05975736268731291,0.008662416208076,0.6043689320388349,0.16074976838282262,0.1787956872770056,0.13568980177164325,0.11899812807860467,0.04005586110336161,0.03636757605320932,0.07609410525118515,0.06022485033275434,4.013139749212183,4.916348755699583,1.7831841418429701,1.9758974479988944,diverse_efficient_parameters_ratio_score_trade_support7.json
0.002102352,0.2118872509,0.0030996861,0.2017959309,0.003427815,0.068774155,0.2496718484,0.20697406950588168,0.24178808161925483,0.856014358192415,0.682186533091386,0.35431752652788284,0.0635456197488567,0.5594660194174758,0.16460594219721916,0.06878371356374009,2.393094726481772,1.5425411854820343,0.07925660893766762,0.012118702424346223,0.6031553398058253,0.18767501947859003,0.20850320499124245,0.11969915976810723,0.15281638404751366,0.04889388975785188,0.04032192389016663,0.09537969596051922,0.06842658564281127,3.8384145832547767,5.170963705977592,1.254975270812927,2.233289628759493,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0032122945,0.2118872509,0.0048091966,0.2273930286,0.0040229401,0.0590968602,0.1238427747,0.21384366217194686,0.24066961848617863,0.888536174682255,0.7048287105187369,0.3456432865775084,0.06167634094861127,0.5533980582524272,0.17147553486328435,0.07195689016753444,2.3830314854358563,1.5651833629093852,0.0727559389582968,0.01374176379019148,0.595873786407767,0.21849241130682215,0.2177309980516194,0.12990844754530897,0.13995881061218954,0.054825262880268684,0.04338486241199249,0.09745867992334131,0.0727740905895479,3.985250591209776,5.018593720178169,1.332959236134656,1.9231955972018835,diverse_efficient_parameters_ratio_score_trade_support7.json
0.000194648,0.2136008336,0.0010217921,0.3556127464,0.0152925781,0.0468730158,0.1699384814,0.16447931660272516,0.2402109989106493,0.6847284984810631,0.5421238275225821,0.37789470936425806,0.07526084115796822,0.5424757281553398,0.12211118929406266,0.04728584807204545,2.5824045517384433,1.4024784799132304,0.058967277857276734,0.006304651098858639,0.6055825242718447,0.11604831900205971,0.1270128156320422,0.11842318158682509,0.12415694372977273,0.026222594556988797,0.023068510086505525,0.07331679341237592,0.03918630561058704,4.425508648652417,5.505895922872859,1.615225872205633,3.1683758342411594,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0025121935,0.2689616532,0.0040688468,0.3274426057,0.0094889659,0.0555308702,0.3168327421,0.23528113420228255,0.24504971628004407,0.9601363256972805,0.7754866183307233,0.3552678544444807,0.061311598116532216,0.5546116504854369,0.19291300689362004,0.08308405003273475,2.3219018189124525,1.6358412707213716,0.09289771218186615,0.01619033459099526,0.6055825242718447,0.24214255020741338,0.23575589439567715,0.14018218744803615,0.1763390401323847,0.06322607009662426,0.048233243538639635,0.11519076264871421,0.08126482764796183,3.8297896712125676,4.887829992333258,1.2169568481418584,2.1699306481800846,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0018138202,0.4320650583,0.0041495062,0.1224822665,0.0102675367,0.0641560586,0.329082027,0.1965067364234377,0.2434956387200896,0.8070236389298618,0.6476862032516506,0.3593405376826331,0.06458004738819109,0.5533980582524272,0.15413860911477517,0.059009056045578996,2.6121178585828835,1.508040855642299,0.06648361301882577,0.009193467380242383,0.6031553398058253,0.1547942753843344,0.18018302655320392,0.147608797586262,0.1321086737244733,0.04040227435381199,0.03751065673664126,0.0785735200411009,0.06222167242118355,3.8313257820281454,4.8035156467201245,1.8786074177286387,2.1231938741572063,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0045740067,0.3130478631,0.0025074044,0.133131206,0.0168477576,0.078233732,0.3065531762,0.19386279774807866,0.24286586239612304,0.7982299193283962,0.6389717813776673,0.36035988964924714,0.06443463333852176,0.5497572815533981,0.15149467043941614,0.06104659831098059,2.481623458651691,1.4993264337683156,0.07589309888583129,0.009417779529482412,0.5934466019417476,0.1427664239474168,0.1877292504129639,0.12887560311527954,0.141264817278253,0.03798684812277489,0.03546236018337582,0.08663496006051843,0.05990144679982912,3.7583119159028526,5.2937607492060925,1.4875704106662495,2.35828723386788,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0046107446,0.396751307,0.0012582347,0.3373096755,0.0060308457,0.090415682,0.2245637288,0.1695937415020361,0.2419064591439401,0.7010715716405233,0.558980971990711,0.3635017504876663,0.06831428659670485,0.5461165048543689,0.12722561419337358,0.053693769116848054,2.3694670030801146,1.4193356243813593,0.0750847922600737,0.00926587650022831,0.5970873786407767,0.12511677106250257,0.1501148274700345,0.0973375610191421,0.13617514684098062,0.03539509086763568,0.028354453133565848,0.07919361276986765,0.048691238864951136,3.534862264668064,5.294224041737182,1.2291087325691248,2.796707375194802,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0006764771,0.3088864511,0.0032261896,0.038634398,0.0112090574,0.0679354245,0.3490253817,0.15216548656630097,0.2404247124916774,0.6329028534101642,0.5015374437225281,0.3832698989050103,0.0812431567174378,0.5339805825242718,0.10979735925763846,0.04206052335738963,2.6104610806833466,1.3618920961131764,0.048765989803768006,0.005986656306317177,0.5910194174757282,0.09327373629114923,0.11745376384320715,0.13358912767462439,0.08413416721770028,0.025616665761804238,0.027776410233252384,0.05925249363221217,0.03976832669042567,3.641134922025065,4.228543676338636,2.2545739341170896,2.1156074247890295,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0048707047,0.2441210602,0.0024672603,0.3089081358,0.0043940062,0.0654480196,0.2288170899,0.22349504058962663,0.2436274483357599,0.9173639592596833,0.7366396537834095,0.35894304727494075,0.06172205067363308,0.5594660194174758,0.18112691328096414,0.07585204894872892,2.387897437067181,1.5969943061740577,0.09498728039538307,0.012977892355427437,0.6080097087378641,0.21517208462746854,0.2142047131070227,0.1321363841509163,0.17973870037863326,0.055908295286691195,0.04227379253014403,0.10746725109053157,0.07244733167245404,3.848661160639781,5.067080578452488,1.2295502379567074,2.480956803091943,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0040376266,0.4127278794,0.003562457,0.3031819099,0.01977743,0.0869466379,0.3947703327,0.23956803971235008,0.24624249060516584,0.9728948043190571,0.7896162588919059,0.35846285908666564,0.061793048897621716,0.5631067961165048,0.1971999124036876,0.08388359276127731,2.3508758496419553,1.6499709112825542,0.0979683994839129,0.014904359925670725,0.6055825242718447,0.22939254213286836,0.2354834405337677,0.13486914303331182,0.20587849751007054,0.0658735520285647,0.04704350436823245,0.11756465806096042,0.08020339324321644,3.482316272142074,5.005652612325051,1.1471912159467055,2.5669549527130964,diverse_efficient_parameters_ratio_score_trade_support7.json
0.002478881,0.3485756862,0.0018194441,0.37644158,0.00767681,0.0797369127,0.0678359645,0.21037636098722934,0.24228580993931126,0.868298316933729,0.6934004858139079,0.365482195922179,0.06463887942990014,0.5485436893203883,0.16800823367856682,0.06984932676707338,2.405294960663315,1.5537551382045562,0.09479004376558553,0.010604534753124041,0.6067961165048543,0.16520397291423794,0.19741846465036245,0.13642358323686213,0.17199139571969582,0.04472092936110087,0.036950408949339375,0.10384218888767915,0.06235566615289379,3.6941086706917936,5.342795120915489,1.3137587400475987,2.758232031359897,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0053224296,0.4018221689,0.001078964,0.3548370048,0.0074274631,0.0857123866,0.11261535,0.15729619984703197,0.24100099532466795,0.6526786316177995,0.5184482746958174,0.37179995633043306,0.07281916071577192,0.5436893203883495,0.11492807253836947,0.04794277468283237,2.397192763637095,1.3788029270864657,0.06546165387131331,0.008151370770616046,0.5898058252427184,0.11275809572310946,0.13243097010214136,0.09104973761142163,0.12321978360878372,0.031940527800539374,0.025464912395147137,0.07050917249437176,0.043620566996224686,3.5302514857379825,5.200527221424049,1.2913176313151238,2.8248093065697257,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0076307559,0.3979945971,0.0046885977,0.302407936,0.0042819544,0.0596918321,0.1755162883,0.24124226876310562,0.24612719616242637,0.9801528336750847,0.7951345178431961,0.3455847021650341,0.06072109187590052,0.5631067961165048,0.1988741414544431,0.08775709961472297,2.2661886312053783,1.6554891702338446,0.09232968525480212,0.017389411786526452,0.6092233009708737,0.2490169271911332,0.24024020330056456,0.13960773067494403,0.1906836120140816,0.06668658845917287,0.052417605237574355,0.12187999001339576,0.08455828366841903,3.734138047016565,4.583196851739307,1.1454524295546777,2.255055374134781,diverse_efficient_parameters_ratio_score_trade_support7.json
0.0050223489,0.2101470545,0.0028760189,0.1864368342,0.011063852,0.0440254714,0.3128068254,0.20287426374569584,0.24028070854557,0.8443218973911928,0.6686735733058135,0.35049975993307214,0.0632501175502997,0.5533980582524272,0.16050613643703332,0.06550806954308203,2.4501735062040697,1.5290282256964618,0.07250245989573512,0.011593837886442308,0.6055825242718447,0.18529567240838143,0.20018508641858165,0.1236580183339958,0.14349061027600538,0.04747814858870212,0.03868974494808813,0.08909368015853424,0.06726610344659709,3.9027569085217935,5.174112330985369,1.3879549942707206,2.1331785687560054,diverse_efficient_parameters_ratio_score_trade_support7.json
