param_citic_limit,param_cmvg_limit,param_stock_hold_limit,param_other_limit,param_stock_buy_ratio,param_turnover_max,param_memory_hold
0.003412285961852085,0.34017423629938537,0.005828712581515207,0.42881165582912134,0.0073103396659542595,0.07540875426200054,0.09857260107636329
0.003675328409962181,0.34232329445965465,0.005950204699423866,0.3988872642705762,0.015744249492745412,0.07342963955047566,0.17066146459125084
0.004923401645646697,0.3447684532184029,0.00599733841147166,0.3437809462908441,0.014307329669499007,0.08112676059371779,0.08165985191971374
0.014754567392235934,0.34017423629938537,0.005828712581515207,0.42033941768708266,0.015127622272645698,0.08780343428799797,0.09857260107636329
0.0037940988178335466,0.34297805157290073,0.004635410969595148,0.42003818141655935,0.00815143008802116,0.07138156712411202,0.24549799406685258
0.001224287079011177,0.34145141128353634,0.0029632225534937393,0.4450697348937738,0.01490003851528545,0.09086288673925302,0.003920030890754489
0.001269610602178145,0.33726990793485867,0.005807552197429215,0.4038187037033808,0.014488486144499074,0.07009803215445515,0.036871776603654594
0.011220487829403686,0.34658596458645347,0.0055854540903339436,0.4563545592572008,0.013244538765628634,0.07918470418643447,0.08035763182997684
0.01873236365942657,0.34174304525354343,0.004412912559036747,0.41560733156336727,0.013482483307254909,0.07659546094154496,0.2399354363157678
0.02245034977578894,0.3400327504134179,0.005879903317680179,0.41708847370763064,0.013728166672430762,0.06403061328198516,0.17086587102303322
0.0035539529689418425,0.34273493952303635,0.004763741618185306,0.4606657154350105,0.005740805370863838,0.08757617873176374,0.10944249896341864
0.0026048289403946823,0.3420549057343429,0.0049055420068315975,0.3917011949359268,0.010276778006321234,0.056388419793727794,0.23278953814982709
0.0011943600270944155,0.34058102737709883,0.004644000020366296,0.48735745030171385,0.012602180107262368,0.08576410619734948,0.22808432356921735
0.004257238560222754,0.34028581095183597,0.0037070475836209127,0.44768485124598656,0.0122635469985123,0.0634631018144568,0.005984619677318587
0.0031047075163905535,0.3385411563431726,0.004419818595875275,0.40036255749082594,0.012072955406123187,0.0809345465492005,0.16931095294274626
0.021720120826570544,0.3420549057343429,0.0049055420068315975,0.41924188861503925,0.010276778006321234,0.08997716443592142,0.15690732000704202
0.01357412918111045,0.3411366611566305,0.0034456919016269735,0.4539874446848243,0.00515920263273609,0.07353004761223175,0.09226699458716556
0.0013495131374046399,0.33815121671074766,0.0037266465006284407,0.3701292664747955,0.011816739036454367,0.0626804629055393,0.09170943270103085
0.02512936597012444,0.3380215643553256,0.005239952330851486,0.38711353008809524,0.015573686222367367,0.0712065638570728,0.024715623983063012
0.010123186294122732,0.348218992099981,0.005295207604868346,0.38684264774189214,0.014851744318073713,0.07403578244134704,0.21090669891246874
0.008365195850815105,0.34297805157290073,0.004635410969595148,0.4561175042551623,0.00815143008802116,0.08722300623930354,0.24549799406685258
0.019343274106226965,0.3405507069066474,0.00434560239386628,0.38470729355496425,0.009819232890055247,0.0827554332061563,0.00840761335348561
0.013847603426954319,0.3444074724434773,0.0036263045313798935,0.3982862519002538,0.0038301526364691776,0.07624600894620448,0.08336576836763082
0.026831876841710484,0.34144667939117845,0.005973762261931335,0.4117917886656162,0.009957273381696883,0.08712729220159746,0.09864751641081829
0.01972820450529736,0.34017423629938537,0.005228264245988283,0.46418421145394195,0.004346626542879158,0.07524127279559711,0.13341451000566168
0.01625913940690063,0.3362888127726516,0.005218261926558161,0.36613414780992587,0.008520537948357464,0.07197875113908597,0.08333484598070891
0.02478526171654738,0.34733121567831476,0.0037051619817967726,0.45394867274017625,0.017953700348719338,0.0778471540207839,0.08472495847727224
0.0013062979597524005,0.34611633532372166,0.005996327078856489,0.38220230859531634,0.019605022326191435,0.09516194643492767,0.10899478377715395
0.019343274106226965,0.3405507069066474,0.005409664239466298,0.38470729355496425,0.014229624446939634,0.10878177878253928,0.007208513725638105
0.025616268498207306,0.3418572766793278,0.0051766518554788345,0.3925024742478267,0.01792715778152975,0.09565016377184896,0.19505108675335525
0.010843502309594272,0.4852345763995856,0.006037342698564922,0.4178868108921906,0.00875059596659564,0.06994207971031793,0.04134737147152656
0.0036295950029399116,0.33815121671074766,0.0031228962979763363,0.3565378425954743,0.018329363012921207,0.06469812583849022,0.12291311778653757
0.002678562206081536,0.4285286588208115,0.005942488820700276,0.44446015121348215,0.007818885258450124,0.07356695502884417,0.11305345107407355
0.0035539529689418425,0.4404897940277824,0.005946109405060672,0.4606657154350105,0.005740805370863838,0.08757617873176374,0.07568244036771718
0.011851968474933444,0.3457643065132177,0.0036639990690991624,0.44797427041891535,0.011811790444084706,0.056602013301673026,0.18812646064747132
0.02551443120445787,0.34174304525354343,0.004412912559036747,0.4653641316512868,0.012751119050284384,0.056940422098418576,0.2399354363157678
0.0016054713367696927,0.461644457821353,0.005609413956503283,0.42443791322906077,0.013726909983364826,0.0762564783065562,0.0723465726021793
0.010629792360376478,0.3417306560926555,0.0042800103157526,0.3990767475717191,0.01224088225979775,0.09354101979637396,0.24719451106119456
0.01705900313092029,0.3317358954588955,0.0029793880372265486,0.4330031021781814,0.014449879422972364,0.07978346095915281,0.22803687033502965
0.005541163311611613,0.47534914865980926,0.00561038625370466,0.4196001998241973,0.008556335592039369,0.077665978979415,0.16237515787345666
0.03338312396317794,0.34017423629938537,0.005557975282996258,0.3831822023977528,0.013823850972190176,0.08695669181508506,0.04846745373878211
0.016211433940859887,0.4394001170986229,0.005956673858384352,0.43197489840047665,0.006094934898567085,0.09913811746574756,0.07492568987599893
0.024909020897395134,0.44248628311334004,0.005862971837057027,0.41569652598371654,0.005082316200447472,0.06438224582537842,0.20364979829451915
0.008953081838219079,0.4331439375524177,0.005910816721498991,0.42172635892861143,0.014851744318073713,0.09159412999878178,0.08818517631213653
0.01985513806689171,0.4900877468782781,0.005910816721498991,0.3877036192474285,0.005595527639102237,0.07952945926296845,0.08818517631213653
0.014697661245542476,0.4387033509519984,0.0056515349313154065,0.3979527412555525,0.012813184346240798,0.09056276136711341,0.0935538526467724
0.009751353770707127,0.4285286588208115,0.005942488820700276,0.44446015121348215,0.013730849465314662,0.06820847459077758,0.18725882203313723
0.01625913940690063,0.48436085988183664,0.005218261926558161,0.417530441333425,0.009665585352428509,0.07293043049026039,0.19093564600359017
0.020023248359805873,0.393029946868642,0.006036355585548485,0.38254368674415506,0.010693925286614172,0.06508931836883639,0.005284549856658272
0.018779597685532307,0.34597352526030595,0.0050619056582191764,0.4834733995978297,0.01157605049648925,0.10462844640716806,0.0922303524164753
0.02073135687722108,0.3611789496334339,0.005787442417380088,0.41295766082180485,0.015012491784077788,0.08774733685640479,0.2697282017993997
0.00014201911111902388,0.3394907673847529,0.0010800592693609203,0.43690430863719043,0.010534660485812223,0.07368399776474939,0.2749952238898804
0.019619918915749823,0.44532622957519846,0.005726584322437893,0.4199165162547168,0.017149199814602254,0.07772662439649544,0.2434425708725068
0.02627090710872962,0.45722797034678764,0.005218261926558161,0.417530441333425,0.00747505743124283,0.0831399853766073,0.19093564600359017
0.00534423174049925,0.4334312464072988,0.0050036180749855625,0.4236541715407634,0.014985179914669015,0.07524808040635234,0.22656527927262615
0.02008284447305486,0.4538110197536859,0.0052207561366703105,0.3825382317079552,0.016480433419919102,0.059340878069398195,0.06990714677712384
0.020023248359805873,0.4268147132773228,0.006036355585548485,0.3819613481670353,0.009644774587764473,0.10431412224852213,0.13307847506384252
0.0234646963970917,0.4803415992586411,0.005551984402206454,0.44588486967901697,0.007221647525612877,0.07185759024866506,0.03016205551307724
0.017396280089857385,0.39010995654818725,0.005228777156142615,0.4199487794642077,0.014562506360451949,0.058523820766989046,0.10496465659541505
0.019907924773647778,0.35562383370260353,0.005927329412770189,0.4059739613495409,0.01985868452604321,0.06419561886502873,0.01584653690678206
0.030968343149339217,0.4523313014572873,0.005947103616109793,0.4178157404725231,0.007444275251100821,0.11144425566456972,0.11863987034937865
0.021368135016130607,0.44837257016027243,0.005656273917574637,0.45926926526268375,0.007442947021189658,0.0675552054725507,0.23471902214711632
0.031670255847120854,0.42980658022237184,0.011865418619436149,0.39231923589740114,0.008005214780454935,0.10331839723562698,0.029638006387560978
0.0035523777172559168,0.4886506640203798,0.004653974753989511,0.45384183502364284,0.00577471129408862,0.07240932760320742,0.061483311145238
0.01733391110811769,0.4363252503654722,0.0053032987321573535,0.3792815012182132,0.006984938398093403,0.0742961895919799,0.20029275550941553
0.01873236365942657,0.43456529837498126,0.004900297311856472,0.41560733156336727,0.017763125309225004,0.09032986140868725,0.0749930719280558
0.0010089181192229901,0.4742431447921718,0.005586071046114598,0.45420339276133515,0.010707047744317483,0.06892086470476766,0.0019251060044773727
0.0005038910696240628,0.4132308675350401,0.005906355946275003,0.4488079957167725,0.006785690450290526,0.08410376108062718,0.1826608310310607
0.0400610919265984,0.44419593059603263,0.00478580043821269,0.4161497710024907,0.0074817337618768315,0.08138586438480723,0.08976030826115264
0.01714781643388838,0.4395128911506785,0.005826029646352058,0.41328099076260305,0.012125083363605856,0.10341325126445088,0.014330785388534967
0.018989050387951234,0.41706411561706624,0.004940488106077198,0.39025613627205924,0.005835384520052644,0.07736399240241468,0.08497904184071088
0.017042680626979306,0.42484417841382704,0.005596182861056193,0.4225048379804578,0.00887293341872866,0.08194563324288334,0.21059196307030034
0.028579505492411256,0.4758092129647016,0.011112603841376271,0.4428474119019917,0.0060624294706536795,0.10273203641999448,0.03827052153801347
0.019035818685577993,0.46328587553559053,0.005303645678969109,0.4435464102704487,0.011835411834963339,0.0684303711204376,0.00883314559138143
0.025705026113081897,0.4334661906820622,0.0052947327456589486,0.4685198526455122,0.015023399846304979,0.08893780016263067,0.07821853714259075
0.018829444325014044,0.4415732734147019,0.0036947064685410357,0.4414289091444321,0.008646943312776451,0.07517723864161828,0.08291518088653382
0.02992881727715485,0.44724492380412345,0.005713502524649618,0.44020018817832945,0.008949173793290317,0.08630507617662415,0.03254249207471882
0.032194912436721734,0.4294429864704278,0.005379628006731707,0.41897357237055466,0.01352299327666057,0.06487502502858014,0.19391241265470938
0.004175817773498819,0.428822970581211,0.0032009616135522632,0.4378920353776593,0.017814169654896076,0.059368627352561695,0.08511952299486285
0.03165629343135157,0.4313575926334535,0.010221146824069702,0.4975395129631388,0.01156503250495063,0.08650643841011361,0.12340058957208713
0.02197556281786836,0.46084826443318405,0.0057828745128828615,0.41727686001429576,0.012585078789490257,0.09534481245770736,0.160883348556674
0.00694635501489832,0.481060187193072,0.0029115010155805277,0.4557604003360738,0.007266245332870277,0.07144372521709169,0.19341367284613376
0.032944498357207225,0.4295747103527689,0.005224616690043881,0.49357227327956255,0.004645257317940711,0.0687056500680927,0.21703319338325971
0.014444629501011275,0.43257714968952143,0.0033215267974549883,0.45810034203947914,0.0076734686325295965,0.05724407940430081,0.10370591856288307
0.0003142000753991181,0.42616585381977357,0.002515830655109798,0.3862003254694565,0.009803265928093835,0.09273441981696783,0.013392410383761183
0.0035539529689418425,0.34358266291400225,0.0023054553873944027,0.4512072215812394,0.007722477857439876,0.11178375079833433,0.11441893668797652
0.032944498357207225,0.45502938716451935,0.005960492158969435,0.49357227327956255,0.014151572739375111,0.0648861286545781,0.21703319338325971
0.028465123051521768,0.4295747103527689,0.010028305169366517,0.45881671315385064,0.0074859675844447995,0.0639743536211763,0.18858691672777028
0.0013495131374046399,0.34401435685833415,0.0037266465006284407,0.467476954394344,0.010370002358701908,0.0626804629055393,0.2999320611560807
0.023927762675729936,0.46317555240164365,0.006053685075319031,0.3611927359926306,0.01697406373612458,0.09161484602448716,0.17591495083687533
0.004621008278071048,0.4281867876701659,0.004416465174486078,0.35639358240071906,0.017047060123973567,0.06021359810054437,0.1552842170587208
0.03044586088477938,0.4313575926334535,0.010221146824069702,0.444101395475203,0.01156503250495063,0.05729837392163263,0.0955942295485849
0.011896679217924616,0.46602983863913117,0.0029556673912747994,0.44016256956045596,0.013310053636233027,0.09253755288027711,0.1393760018611703
